from,to,flow_m3s,length_m,slope,required_diameter_m,full_capacity_m3s,design_capacity_m3s,is_river,velocity_m_s,capacity_factor,effective_capacity_m3s,P_clog,flooding,overflow_m3s
75,76,14.9430731369242,197.6567300926116,0.002,2.4,17.506842555993128,13.1285303241524,False,3.3031443815627792,1.0,13.1285303241524,0.0,True,1.8145428127717995
77,78,1.1746490095983917,1444.2900008590648,0.0020771451704405,1.2,1.5862350216468395,2.0676139636978466,False,1.0386177570865736,1.0,2.0676139636978466,0.0,False,0.0
79,80,0.5888613430397707,225.4039693953568,0.002,0.9,0.6951395545216611,0.9600624684743828,False,0.9256315411408568,1.0,0.9600624684743828,0.0,False,0.0
80,154,5.186718233407711,94.66774505565895,0.002,1.8,6.363760544274278,6.096016689645687,False,2.0382514698066667,1.0,6.096016689645687,0.0,False,0.0
81,80,4.525855596304876,222.6371916565567,0.002,1.8,5.53026753864818,6.096016689645687,False,1.7785488638815765,1.0,6.096016689645687,0.0,False,0.0
83,82,1.1527360408230542e-05,508.4686395361341,0.0098334481445333,0.45,0.0151020582698712,0.2120414429381383,False,7.247946231196837e-05,0.550054359596734,0.11663432010330509,0.449945640403266,False,0.0
83,256,0.0004238063476801,13.830140337206512,0.002,0.45,0.0068108015075561,0.15120036415561355,False,0.0026647259317337407,0.5519985444488003,0.08346238093402723,0.44800145555119975,False,0.0
84,85,8.506325477303506,270.9079056339939,0.002,2.4,10.466524604916064,13.1285303241524,False,1.8803107600852484,1.0,13.1285303241524,0.0,False,0.0
85,401,10.20750581149467,18.083385709027123,0.002,2.4,11.696728903038364,13.1285303241524,False,2.2563541757480903,1.0,13.1285303241524,0.0,False,0.0
86,87,1.5068300542060618,1635.6615357699973,0.002,1.2,1.9440834390975836,2.0676139636978466,False,1.3323302862573518,1.0,2.0676139636978466,0.0,False,0.0
88,89,0.0051878559063787,120.82807540400069,0.002,0.45,0.0068108015075561,0.15120036415561355,False,0.03261917675253946,0.5744643825644046,0.08685922383816767,0.4255356174355954,False,0.0
90,91,0.3605057924934519,704.522344834884,0.002,0.9,0.4978726104885273,0.9600624684743828,False,0.5666792976651255,0.9888930992217085,0.9493991498960763,0.011106900778291462,False,0.0
92,93,6.645644407933575,341.42765432805567,0.002,1.8,8.256400645265028,6.096016689645687,False,2.6115732285275075,1.0,6.096016689645687,0.0,True,0.5496277182878879
93,236,8.102697913174,34.09566689238722,0.002,2.4,9.32055086716026,13.1285303241524,False,1.791089479530593,1.0,13.1285303241524,0.0,False,0.0
94,95,10.02401801670859,303.25690180563987,0.002,2.4,11.696728903038364,13.1285303241524,False,2.215794468057485,1.0,13.1285303241524,0.0,False,0.0
96,97,12.304578345243806,901.1343412002724,0.002,2.4,14.419289559924506,13.1285303241524,False,2.719908980982008,1.0,13.1285303241524,0.0,False,0.0
97,169,12.34320248783464,30.261499164850367,0.002,2.4,14.419289559924506,13.1285303241524,False,2.7284467910042545,1.0,13.1285303241524,0.0,False,0.0
98,99,23.469275593134466,293.04830538597787,0.002,3.0,26.94062611646085,23.80360927903615,False,3.3202233079407324,1.0,23.80360927903615,0.0,False,0.0
99,377,25.170455927325627,15.420727801945716,0.002,3.0,29.13885302285157,23.80360927903615,False,3.560891093964951,1.0,23.80360927903615,0.0,True,1.3668466482894779
100,101,1.9224998098155743,40.6988871437095,0.002,1.2,2.3869587580964207,2.0676139636978466,False,1.6998630434743185,1.0,2.0676139636978466,0.0,False,0.0
102,103,1.701180334191165,342.3690553143972,0.002,1.2,1.9440834390975836,2.0676139636978466,False,1.5041736626513686,1.0,2.0676139636978466,0.0,False,0.0
104,105,1.011117755907794,310.57986970437804,0.002,1.2,1.221217437475229,2.0676139636978466,False,0.8940243827817215,1.0,2.0676139636978466,0.0,False,0.0
107,106,0.0769746868546002,2115.238743861797,0.004254838857371,0.6,0.0951472436298349,0.3256287944899364,False,0.27224226457467465,0.754181698431006,0.24558327728646126,0.24581830156899398,False,0.0
107,127,2.79802751868865,58.19093588035489,0.002,1.2,3.4501612604449168,2.0676139636978466,False,2.473999502813607,1.0,2.0676139636978466,0.0,True,0.7304135549908035
108,109,2.427333217395659,1171.3831442414,0.002,1.2,2.888037791888825,2.0676139636978466,False,2.1462337782204077,1.0,2.0676139636978466,0.0,True,0.35971925369781266
110,111,0.0280520473381482,1367.250461677615,0.010970923338797,0.45,0.0622875833715671,0.22396978089968028,False,0.17638012830475577,0.6822850962285668,0.1528112435134294,0.3177149037714332,False,0.0
111,131,1.1731224643359563,41.93024292359711,0.002,1.2,1.5564999352391995,2.0676139636978466,False,1.037267994728962,1.0,2.0676139636978466,0.0,False,0.0
112,113,1.701180334191165,168.22200639433544,0.002,1.2,1.9440834390975836,2.0676139636978466,False,1.5041736626513686,1.0,2.0676139636978466,0.0,False,0.0
114,115,3.501638610114361,152.1612259261092,0.002,1.8,4.076105197612911,6.096016689645687,False,1.3760570215336656,1.0,6.096016689645687,0.0,False,0.0
115,130,5.202818944305527,43.95344996297065,0.002,1.8,6.363760544274278,6.096016689645687,False,2.044578649378719,1.0,6.096016689645687,0.0,False,0.0
116,31,35.57788718433684,5208.392373768762,0.002,3.0,39.04062946833815,23.80360927903615,False,5.033241431247113,1.0,23.80360927903615,0.0,True,11.77427790530069
116,117,5.525717224832245,33534.75915361033,0.0169376496010662,1.8,6.946347242411439,11.21986721702095,False,2.171469655456992,1.0,11.21986721702095,0.0,False,0.0
118,119,1.701180334191165,725.477401043976,0.002,1.2,1.9440834390975836,2.0676139636978466,False,1.5041736626513686,1.0,2.0676139636978466,0.0,False,0.0
120,121,5.283732867573488,117.17521831521807,0.002,1.8,6.363760544274278,6.096016689645687,False,2.0763758119788527,1.0,6.096016689645687,0.0,False,0.0
121,135,6.984913201764654,23.116686672656986,0.002,1.8,8.256400645265028,6.096016689645687,False,2.7448974398239057,1.0,6.096016689645687,0.0,True,0.8888965121189667
122,120,3.582552533382323,129.21109881141757,0.002,1.8,4.076105197612911,6.096016689645687,False,1.4078541841338001,1.0,6.096016689645687,0.0,False,0.0
124,123,0.2525242573900025,329.5854499209453,1.8538439732292649,0.6,0.8096857220309138,6.270098868741144,False,0.8931218625384217,1.0,6.270098868741144,0.0,False,0.0
124,125,1.4486560768011627,57.45209116273924,0.002,1.2,1.9440834390975836,2.0676139636978466,False,1.2808931970167634,1.0,2.0676139636978466,0.0,False,0.0
125,126,3.149836410992328,59.25438390802816,0.002,1.8,4.076105197612911,6.096016689645687,False,1.2378074931858365,1.0,6.096016689645687,0.0,False,0.0
127,128,3.049812841979935,70.61591973083739,0.002,1.8,3.4501612604449168,6.096016689645687,False,1.198500714336415,1.0,6.096016689645687,0.0,False,0.0
128,129,3.1562066938149065,215.0258197088984,0.002,1.8,4.076105197612911,6.096016689645687,False,1.240310856149063,1.0,6.096016689645687,0.0,False,0.0
129,26,6.755022519549659,94.69047083329042,0.002,1.8,8.256400645265028,6.096016689645687,False,2.654556110329376,1.0,6.096016689645687,0.0,True,0.6590058299039718
130,132,6.903999278496692,284.197590076203,0.0316681080848954,1.8,7.735902049060017,15.341654726232576,False,2.7131002772237713,1.0,15.341654726232576,0.0,False,0.0
131,114,2.874302798527121,123.01932430406558,0.002,1.2,3.4501612604449168,2.0676139636978466,False,2.5414416573803305,1.0,2.0676139636978466,0.0,True,0.8066888348292744
133,134,0.2181871234889491,462.29623900945097,0.002,0.6,0.3399307744636599,0.3256287944899364,False,0.7716790938281785,1.0,0.3256287944899364,0.0,False,0.0
136,101,3.110825729705464,1795.7038211703982,0.0050119623814878,1.8,3.778625219271834,6.10330462091885,False,1.222477264148338,1.0,6.10330462091885,0.0,False,0.0
137,138,27.825634144527044,570.6127295153013,0.002,3.0,31.445883960612573,23.80360927903615,False,3.9365219722383125,1.0,23.80360927903615,0.0,True,4.022024865490895
140,141,3.805524912890503,35.85014229004357,0.002,1.8,4.768586473160671,6.096016689645687,False,1.4954767924589578,1.0,6.096016689645687,0.0,False,0.0
141,142,5.506705247081668,269.870909321598,0.002,1.8,6.363760544274278,6.096016689645687,False,2.1639984203040106,1.0,6.096016689645687,0.0,False,0.0
142,217,7.2078855812728335,204.54896055627893,0.002,1.8,8.256400645265028,6.096016689645687,False,2.8325200481490636,1.0,6.096016689645687,0.0,True,1.1118688916271466
143,144,4.145748028324608,60.722319643657215,0.002,1.8,4.768586473160671,6.096016689645687,False,1.6291760284477537,1.0,6.096016689645687,0.0,False,0.0
144,153,5.846928362515773,318.73268398654506,0.0156871267090107,1.8,6.68500320374097,10.797739541925814,False,2.297697656292806,1.0,10.797739541925814,0.0,False,0.0
145,146,18.676752518013263,108.82684919269238,0.002,3.0,20.9775341901752,23.80360927903615,False,2.6422199859073903,1.0,23.80360927903615,0.0,False,0.0
147,148,15.274391849630932,50.28887623659774,0.002,3.0,17.506842555993128,23.80360927903615,False,2.1608844138589522,1.0,23.80360927903615,0.0,False,0.0
148,145,16.9755721838221,632.5921935989882,0.002,3.0,19.193178777357048,23.80360927903615,False,2.401552199883171,1.0,23.80360927903615,0.0,False,0.0
149,150,1.5319247785478007,27.67270589334199,0.002,1.2,1.9440834390975836,2.0676139636978466,False,1.354518894171331,1.0,2.0676139636978466,0.0,False,0.0
149,146,0.1692555556433644,250.4644747780149,0.0039925821851034,0.6,0.3076337450269938,0.3256287944899364,False,0.5986190739201508,0.9989643054401132,0.3252915425189407,0.001035694559886835,False,0.0
150,143,3.233105112738966,375.3310132406125,0.002,1.8,4.076105197612911,6.096016689645687,False,1.270530025254533,1.0,6.096016689645687,0.0,False,0.0
151,152,10.610246249655162,20.080365733897448,0.002,2.4,11.696728903038364,13.1285303241524,False,2.345379358409532,1.0,13.1285303241524,0.0,False,0.0
152,147,12.311426583846329,281.0286050334637,0.002,2.4,14.419289559924506,13.1285303241524,False,2.7214227740723747,1.0,13.1285303241524,0.0,False,0.0
153,23,7.948008836659762,1866.8297993420456,0.002,1.8,9.32055086716026,6.096016689645687,False,3.123370108870285,1.0,6.096016689645687,0.0,True,1.8519921470140748
155,156,0.0752093266887032,92.43391783285124,0.002,0.6,0.1275033423409655,0.3256287944899364,False,0.26599858020267386,0.7494989351520054,0.24405843472503855,0.2505010648479946,False,0.0
155,161,3.327151341693627,2.0894428925703514,0.002,1.8,4.076105197612911,6.096016689645687,False,1.3074878578898084,1.0,6.096016689645687,0.0,False,0.0
156,164,1.7763896608798684,61.94991811136937,0.002,1.2,2.3869587580964207,2.0676139636978466,False,1.5706733077020372,1.0,2.0676139636978466,0.0,False,0.0
157,158,4.570168944249209,67.50589240934013,0.002,1.8,5.53026753864818,6.096016689645687,False,1.7959629092403215,1.0,6.096016689645687,0.0,False,0.0
160,159,6.729512010075958,316.2109257166064,0.002,1.8,8.256400645265028,6.096016689645687,False,2.644531113579914,1.0,6.096016689645687,0.0,True,0.6334953204302707
161,160,5.028331675884792,26.792721948286776,0.002,1.8,5.53026753864818,6.096016689645687,False,1.9760094857348611,1.0,6.096016689645687,0.0,False,0.0
162,163,6.471303855326955,39.90307599204291,0.002,1.8,7.271630939498526,6.096016689645687,False,2.5430617205553685,1.0,6.096016689645687,0.0,True,0.37528716568126796
163,165,7.944443239223342,104.03864986938606,0.002,1.8,9.32055086716026,6.096016689645687,False,3.121968917618231,1.0,6.096016689645687,0.0,True,1.8484265495776553
164,162,4.7701235211357895,356.34491532380645,0.002,1.8,5.53026753864818,6.096016689645687,False,1.874540092710316,1.0,6.096016689645687,0.0,False,0.0
166,155,1.701180334191165,86.65189097276523,0.002,1.2,1.9440834390975836,2.0676139636978466,False,1.5041736626513686,1.0,2.0676139636978466,0.0,False,0.0
168,167,17.528721854182507,232.6771138233109,0.0042978012902436,3.0,21.13742264720017,23.80360927903615,False,2.479806870378737,1.0,23.80360927903615,0.0,False,0.0
169,170,14.044382822025804,319.2809927532144,0.002,2.4,15.916297550337834,13.1285303241524,False,3.104490206667096,1.0,13.1285303241524,0.0,True,0.915852497873404
171,172,12.256374132057298,2464.7456743078105,0.0020286068668744,2.4,14.522046095932136,13.1285303241524,False,2.7092535104174407,1.0,13.1285303241524,0.0,False,0.0
172,173,25.37835183150964,22425.97116935336,0.0230982192962007,3.0,28.05853626815728,51.161946702538756,False,3.590302348008902,1.0,51.161946702538756,0.0,False,0.0
174,175,0.858593552247412,53.27243650914853,0.002,0.9,1.221217437475229,0.9600624684743828,False,1.3496237821926431,1.0,0.9600624684743828,0.0,False,0.0
175,207,4.262392427936464,85.98977997901993,0.002,1.8,4.768586473160671,6.096016689645687,False,1.6750143809964284,1.0,6.096016689645687,0.0,False,0.0
177,178,7.170656990534732,372.5342657045725,0.0429490693151119,1.8,9.009004036902606,17.86643994260364,False,2.8178901364445843,1.0,17.86643994260364,0.0,False,0.0
179,177,3.474822912002548,48.068761452159634,0.002,1.8,4.076105197612911,6.096016689645687,False,1.3655191180597024,1.0,6.096016689645687,0.0,False,0.0
180,179,1.7736425778113825,58.867041090242594,0.002,1.2,2.3869587580964207,2.0676139636978466,False,1.5682443529829617,1.0,2.0676139636978466,0.0,False,0.0
181,182,1.7460485166216573,1495.2864039684491,0.0060189138188605,1.2,2.1185419181577148,2.268524723827493,False,1.5438458461033786,1.0,2.268524723827493,0.0,False,0.0
183,184,4.579455442761241,405.2695638762815,0.002,1.8,5.53026753864818,6.096016689645687,False,1.799612272554409,1.0,6.096016689645687,0.0,False,0.0
184,185,10.13791624754311,44.23806344860279,0.002,2.4,11.696728903038364,13.1285303241524,False,2.240971504789062,1.0,13.1285303241524,0.0,False,0.0
186,185,0.1226724291400666,1696.2782284400537,0.002,0.6,0.2177318877698155,0.3256287944899364,False,0.43386496619404136,0.875398724645531,0.28505503140435207,0.12460127535446897,False,0.0
186,233,16.191699507651116,12.85143481583403,0.002,3.0,19.193178777357048,23.80360927903615,False,2.2906569010678073,1.0,23.80360927903615,0.0,False,0.0
187,188,3.703288224838749,7213.536555512432,0.0022180521131168,1.8,4.2925588595400725,6.096016689645687,False,1.455300312782956,1.0,6.096016689645687,0.0,False,0.0
190,189,2.393757442512136,457.1288375257901,0.0131254025286941,1.2,3.128486711530914,3.349968859452754,False,2.1165462752156663,1.0,3.349968859452754,0.0,False,0.0
191,192,1.701180334191165,188.3848637103553,0.002,1.2,1.9440834390975836,2.0676139636978466,False,1.5041736626513686,1.0,2.0676139636978466,0.0,False,0.0
192,193,1.805377454579851,591.6396883204486,0.0354945761999418,1.2,2.0974143488739063,5.508907141307819,False,1.5963041446835948,1.0,5.508907141307819,0.0,False,0.0
193,198,2.361001513925068,474.6480504960196,0.002,1.2,2.888037791888825,2.0676139636978466,False,2.0875836754923496,1.0,2.0676139636978466,0.0,True,0.2933875502272216
195,194,1.814422518772013,226.2939452284636,0.0397712806275647,1.2,2.2201791760955505,5.831351790237505,False,1.6043017373322952,1.0,5.831351790237505,0.0,False,0.0
196,197,1.701180334191165,200.17511735942213,0.002,1.2,1.9440834390975836,2.0676139636978466,False,1.5041736626513686,1.0,2.0676139636978466,0.0,False,0.0
199,200,4.66383384270734,429.17365502726045,0.002,1.8,5.53026753864818,6.096016689645687,False,1.8327708884596103,1.0,6.096016689645687,0.0,False,0.0
201,202,1.701180334191165,184.93222940489017,0.002,1.2,1.9440834390975836,2.0676139636978466,False,1.5041736626513686,1.0,2.0676139636978466,0.0,False,0.0
203,204,1.701180334191165,1055.5330828551423,0.0028421657726588,1.2,2.3175259480371952,2.0676139636978466,False,1.5041736626513686,1.0,2.0676139636978466,0.0,False,0.0
205,206,0.3495270932370931,235.60742955170008,0.002,0.9,0.4978726104885273,0.9600624684743828,False,0.5494218729207421,0.9831406243069141,0.9438764146295417,0.016859375693085932,False,0.0
208,14,23.86730825779644,36.6247575327582,0.002,3.0,26.94062611646085,23.80360927903615,False,3.3765334111345036,1.0,23.80360927903615,0.0,True,0.06369897876029285
209,210,1.850198525879131,198.19004997268263,0.002,1.2,2.3869587580964207,2.0676139636978466,False,1.6359346727500095,1.0,2.0676139636978466,0.0,False,0.0
211,187,2.405158556183242,6577.637114388062,0.0028885752846472,1.2,2.8686116840453413,2.0676139636978466,False,2.1266270729796055,1.0,2.0676139636978466,0.0,True,0.33754459248539526
212,172,12.157040169549354,2553.916376227685,0.0043071104842703,2.4,13.677905196925076,13.1285303241524,False,2.6872958838201573,1.0,13.1285303241524,0.0,False,0.0
213,214,14.425563362370928,259.8649796860076,0.002,2.4,15.916297550337834,13.1285303241524,False,3.188749605564827,1.0,13.1285303241524,0.0,True,1.2970330382185278
214,278,15.152976855624264,150.32193025933793,0.002,3.0,17.506842555993128,23.80360927903615,False,2.143707705893055,1.0,23.80360927903615,0.0,False,0.0
215,216,19.09524771108831,693.9350365626964,0.0057642283344178,3.0,22.09280896593836,25.558090214104794,False,2.701424944696804,1.0,25.558090214104794,0.0,False,0.0
216,269,20.79642804527948,28.56108001248641,0.002,3.0,22.86211172509012,23.80360927903615,False,2.942092730721024,1.0,23.80360927903615,0.0,False,0.0
217,151,8.909065915463998,253.24073529326583,0.002,2.4,10.466524604916064,13.1285303241524,False,1.9693359427466903,1.0,13.1285303241524,0.0,False,0.0
218,22,14.006416840445262,65.99154781806953,0.002,2.4,15.916297550337834,13.1285303241524,False,3.096097882170042,1.0,13.1285303241524,0.0,True,0.8778865162928611
219,218,12.305236506254095,187.5897310028953,0.002,2.4,14.419289559924506,13.1285303241524,False,2.7200544665071993,1.0,13.1285303241524,0.0,False,0.0
220,224,2.2957821284673248,11.585871628286734,0.002,1.2,2.888037791888825,2.0676139636978466,False,2.0299170778200413,1.0,2.0676139636978466,0.0,True,0.2281681647694782
221,222,7.286914440904696,162.68445521488815,0.002,1.8,8.256400645265028,6.096016689645687,False,2.8635764275498694,1.0,6.096016689645687,0.0,True,1.1908977512590093
223,221,5.377239224805708,9.454224497444011,0.002,1.8,6.363760544274278,6.096016689645687,False,2.113121488433234,1.0,6.096016689645687,0.0,False,0.0
224,223,3.99696246265849,565.0846499189132,0.002,1.8,4.768586473160671,6.096016689645687,False,1.570706995765071,1.0,6.096016689645687,0.0,False,0.0
225,226,17.400040117030137,341.27714679072807,0.002,3.0,19.193178777357048,23.80360927903615,False,2.4616021285534466,1.0,23.80360927903615,0.0,False,0.0
226,227,19.1012204512213,12.841292158627102,0.002,3.0,20.9775341901752,23.80360927903615,False,2.7022699145776654,1.0,23.80360927903615,0.0,False,0.0
227,228,20.802400785412463,184.46905116282687,0.1301031248803666,3.0,23.293338505592136,121.42320016189512,False,2.9429377006018838,1.0,121.42320016189512,0.0,False,0.0
229,140,2.104344578699338,729.8695642935814,0.0164412938791528,1.2,2.6812510423971427,3.7493194986899474,False,1.8606491203812867,1.0,3.7493194986899474,0.0,False,0.0
231,199,2.962653508516175,18.331215289930743,0.002,1.2,3.4501612604449168,2.0676139636978466,False,2.619560836382755,1.0,2.0676139636978466,0.0,True,0.8950395448183284
232,231,0.5356534486510688,29.402732675739124,0.002,0.9,0.6951395545216611,0.9600624684743828,False,0.8419940161682797,1.0,0.9600624684743828,0.0,False,0.0
233,234,17.89287984184228,126.38710603774877,0.002,3.0,20.9775341901752,23.80360927903615,False,2.531324687092026,1.0,23.80360927903615,0.0,False,0.0
234,235,23.82131661551719,49.669356974158354,0.002,3.0,26.94062611646085,23.80360927903615,False,3.3700269247259196,1.0,23.80360927903615,0.0,True,0.017707336481041835
